model,mode,image_name,region,gt_name,gt_tag,pred_name,pred_tag
gemma3:12b,text,suwon__14__crop_001,suwon,에이스 PC,amenity=internet_cafe,에이스 PC,amenity=internet_cafe
gemma3:12b,text,suwon__15__crop_001,suwon,커리어 헤어 디자인,shop=hairdresser,커리어 헤어 디자인,shop=hairdresser
gemma3:12b,text,suwon__16__crop_001,suwon,골드문주차장,amenity=parking,골드문주차장,amenity=parking
gemma3:12b,text,suwon__17__crop_001,suwon,포장마차,amenity=bar,장마치,unknown
gemma3:12b,text,suwon__18__crop_001,suwon,삼정세탁,shop=laundry,삼정세탁,shop=laundry
gemma3:12b,text,suwon__19__crop_001,suwon,이지비아,shop=clothes,Total fashion,shop=clothes
gemma3:12b,text,suwon__1__crop_001,suwon,baskin robbins,amenity=ice_cream,baskiN BR robbins,amenity=fast_food
gemma3:12b,text,suwon__1__crop_002,suwon,SUNS BURGER,shop=florist,SUNS BURGER23,amenity=fast_food
gemma3:12b,text,suwon__20__crop_001,suwon,권약국,amenity=pharmacy,국,unknown
gemma3:12b,text,suwon__20__crop_002,suwon,권약국,amenity=pharmacy,권약국,amenity=pharmacy
gemma3:12b,text,suwon__21__crop_001,suwon,태평갈매기,amenity=restaurant,태평갈매기,amenity=restaurant
gemma3:12b,text,suwon__22__crop_001,suwon,천사강아지,shop=pet,전사강아지,shop=pet
gemma3:12b,text,suwon__23__crop_001,suwon,백학다방,amenity=cafe,백학다방,amenity=cafe
gemma3:12b,text,suwon__25__crop_001,suwon,로맨틱 커피숍,amenity=cafe,로맨틱 커피숍,amenity=cafe
gemma3:12b,text,suwon__25__crop_002,suwon,모범약국,amenity=pharmacy,모범약국,amenity=pharmacy
gemma3:12b,text,suwon__26__crop_001,suwon,조이모텔,tourism=hotel,조이,amenity=cafe
gemma3:12b,text,suwon__27__crop_001,suwon,한일통닭,amenity=fast_food,한일통닭,amenity=restaurant
gemma3:12b,text,suwon__28__crop_001,suwon,설미순대국,amenity=restaurant,설미순대국,amenity=restaurant
gemma3:12b,text,suwon__29__crop_001,suwon,MALU HOTEL,tourism=hotel,MALU HOTEL,tourism=hotel
gemma3:12b,text,suwon__2__crop_002,suwon,T WORLD,shop=mobile_phone,공식인중대리점,unknown
gemma3:12b,text,suwon__2__crop_003,suwon,T WORLD,shop=mobile_phone,WORLD,unknown
gemma3:12b,text,suwon__2__crop_004,suwon,LaLa COIN,amenity=karaoke_box,Lal a COIN,unknown
gemma3:12b,text,suwon__30__crop_001,suwon,MALU HOTEL,tourism=hotel,GMALU HOTEL,tourism=hotel
gemma3:12b,text,suwon__31__crop_001,suwon,두부해물마을,amenity=restaurant,최가네,amenity=restaurant
gemma3:12b,text,suwon__32__crop_001,suwon,신바람돼지주물럭,amenity=restaurant,신바람돼지주물력,amenity=restaurant
gemma3:12b,text,suwon__33__crop_001,suwon,하우주 스즈키 수원대리점,shop=car_repair,동수원모터스,shop=car_repair
gemma3:12b,text,suwon__34__crop_001,suwon,쪽갈비전문점 예감,amenity=restaurant,폭갈비전문점 예감!,amenity=restaurant
gemma3:12b,text,suwon__35__crop_001,suwon,용인 전통 순대국,amenity=restaurant,용인 전통 순대국,amenity=restaurant
gemma3:12b,text,suwon__36__crop_001,suwon,대구반야월막창,amenity=restaurant,대구에센,unknown
gemma3:12b,text,suwon__36__crop_002,suwon,지하철,amenity=bar,노래하는 포장마차,amenity=bar
gemma3:12b,text,suwon__36__crop_003,suwon,색다른HAIR,shop=hairdresser,색다른 HAIR,shop=hairdresser
gemma3:12b,text,suwon__37__crop_001,suwon,미가락,amenity=restaurant,,unknown
gemma3:12b,text,suwon__37__crop_002,suwon,육회한 남자,amenity=restaurant,육회한 남자,amenity=restaurant
gemma3:12b,text,suwon__39__crop_001,suwon,7형제 감자탕,amenity=restaurant,허데감자랑,amenity=restaurant
gemma3:12b,text,suwon__3__crop_001,suwon,돼랑,amenity=restaurant,돼랑,unknown
gemma3:12b,text,suwon__40__crop_001,suwon,BOBOS,amenity=bar,BoBos,amenity=bar
gemma3:12b,text,suwon__40__crop_002,suwon,참한고기,amenity=restaurant,참한고기,amenity=restaurant
gemma3:12b,text,suwon__41__crop_001,suwon,한라돈,amenity=restaurant,한라돈,amenity=restaurant
gemma3:12b,text,suwon__42__crop_001,suwon,BAR \BOBOS,amenity=bar,BoBOS,amenity=bar
gemma3:12b,text,suwon__42__crop_002,suwon,두리아족보쌈,amenity=restaurant,독리아 족보쌈,amenity=restaurant
gemma3:12b,text,suwon__42__crop_003,suwon,아리랑,amenity=restaurant,아리랑 빈태떡,shop=bakery
gemma3:12b,text,suwon__43__crop_001,suwon,통큰해물,amenity=restaurant,통큰해물,amenity=restaurant
gemma3:12b,text,suwon__43__crop_002,suwon,미소갈비,amenity=restaurant,미소갈비,amenity=restaurant
gemma3:12b,text,suwon__44__crop_001,suwon,세렌디피티,amenity=cafe,Sanaucn 세렌디피티,amenity=cafe
gemma3:12b,text,suwon__45__crop_001,suwon,여왕통골뱅이,amenity=restaurant,여왕통골뱅이,restaurant
gemma3:12b,text,suwon__45__crop_002,suwon,부부식당,amenity=restaurant,부부식당,amenity=restaurant
gemma3:12b,text,suwon__46__crop_001,suwon,김밥친구,amenity=restaurant,김밥 친구,amenity=restaurant
gemma3:12b,text,suwon__46__crop_002,suwon,Day Hair,shop=hairdresser,Day Hair,shop=hairdresser
gemma3:12b,text,suwon__47__crop_001,suwon,불날개닭발,amenity=restaurant,또두마리,amenity=restaurant
gemma3:12b,text,suwon__47__crop_002,suwon,굿모닝,office=estate_agent,굿모닝 공인중개사소,office=estate_agent
gemma3:12b,text,suwon__48__crop_001,suwon,황소고집,amenity=restaurant,황소고집,amenity=restaurant
gemma3:12b,text,suwon__48__crop_002,suwon,불날개닭발,amenity=restaurant,숯불구이 맛,amenity=restaurant
gemma3:12b,text,suwon__49__crop_001,suwon,세진상사,shop=hardware,세진상사 전건,shop=hardware
gemma3:12b,text,suwon__4__crop_002,suwon,밥 해주는 남자,amenity=restaurant,밥 해주는 남자,amenity=restaurant
gemma3:12b,text,suwon__50__crop_001,suwon,조순헤어샵,shop=hairdresser,조순 헤어샵,shop=hairdresser
gemma3:12b,text,suwon__50__crop_002,suwon,지지베네일,shop=beauty,지지베네일,shop=beauty
gemma3:12b,text,suwon__51__crop_001,suwon,비젼,office=estate_agent,비젼 공인중개사,office=estate_agent
gemma3:12b,text,suwon__52__crop_001,suwon,모나리자,shop=hairdresser,미용실,shop=hairdresser
gemma3:12b,text,suwon__53__crop_001,suwon,SooChon,amenity=restaurant,수촌치킨,amenity=restaurant
gemma3:12b,text,suwon__54__crop_001,suwon,북촌손만두,amenity=restaurant,부천손반락 수원역1호점,amenity=restaurant
gemma3:12b,text,suwon__55__crop_001,suwon,엽기떡볶이,amenity=fast_food,수원역점,amenity=restaurant
gemma3:12b,text,suwon__57__crop_001,suwon,약,amenity=pharmacy,약,amenity=pharmacy
gemma3:12b,text,suwon__58__crop_001,suwon,BYC,shop=clothes,역전라,unknown
gemma3:12b,text,suwon__58__crop_002,suwon,한솥,amenity=restaurant,한솥,amenity=fast_food
gemma3:12b,text,suwon__59__crop_001,suwon,전주콩나루,amenity=restaurant,궁나물국밥,amenity=restaurant
gemma3:12b,text,suwon__59__crop_002,suwon,황금의 집,shop=jewelry,황금의 임,unknown
gemma3:12b,text,suwon__59__crop_003,suwon,남성컷,shop=hairdresser,TATTOO헤나,unknown
gemma3:12b,text,suwon__5__crop_001,suwon,진미치킨,amenity=fast_food,진미치킨,amenity=restaurant
gemma3:12b,text,suwon__5__crop_002,suwon,역전 진미 치킨,amenity=fast_food,역전 진미 치킨,amenity=restaurant
gemma3:12b,text,suwon__60__crop_001,suwon,한빛약국,amenity=pharmacy,한빛약국,amenity=pharmacy
gemma3:12b,text,suwon__60__crop_002,suwon,약,amenity=pharmacy,약,amenity=pharmacy
gemma3:12b,text,suwon__61__crop_001,suwon,전주콩나루,amenity=restaurant,전주콩나름,amenity=restaurant
gemma3:12b,text,suwon__61__crop_002,suwon,전주콩나루 콩나물국밥,amenity=restaurant,황업도우,unknown
gemma3:12b,text,suwon__62__crop_001,suwon,권약국,amenity=pharmacy,권약국,amenity=pharmacy
gemma3:12b,text,suwon__62__crop_002,suwon,권약국,amenity=pharmacy,국,unknown
gemma3:12b,text,suwon__63__crop_001,suwon,산 이 내 린 밥 상 곤드레밥집,amenity=restaurant,곤트레밥집점,amenity=restaurant
gemma3:12b,text,suwon__64__crop_001,suwon,곤드레밥집,amenity=restaurant,곤드러밥집,amenity=restaurant
gemma3:12b,text,suwon__65__crop_001,suwon,대우 마이홈,office=estate_agent,대우 맞이홈,office=company
gemma3:12b,text,suwon__65__crop_002,suwon,콩미가 손두부,amenity=restaurant,콩이가,unknown
gemma3:12b,text,suwon__65__crop_003,suwon,VALE,,VALE,unknown
gemma3:12b,text,suwon__66__crop_001,suwon,대우 마이홈,office=estate_agent,대우 많이홈,office=estate_agent
gemma3:12b,text,suwon__66__crop_002,suwon,VALENTI,shop=clothes,VALENT편집집,unknown
gemma3:12b,text,suwon__67__crop_001,suwon,어부돈가,amenity=restaurant,어부돈가,amenity=restaurant
gemma3:12b,text,suwon__68__crop_001,suwon,VALENTI,shop=clothes,VALENT편집산,unknown
gemma3:12b,text,suwon__69__crop_001,suwon,신성 자동차 정비,shop=car_repair,신정지동지정비,shop=car_repair
gemma3:12b,text,suwon__70__crop_001,suwon,신성공업사,shop=car_repair,신성공업사,shop=car_repair
gemma3:12b,text,suwon__70__crop_002,suwon,신성,shop=car_repair,,unknown
gemma3:12b,text,suwon__71__crop_001,suwon,참숯구이,amenity=restaurant,참숯구이,amenity=restaurant
gemma3:12b,text,suwon__72__crop_001,suwon,골목집,amenity=restaurant,골목집,amenity=restaurant
gemma3:12b,text,suwon__73__crop_001,suwon,해장국 수육,amenity=restaurant,원조 해장국 수육,amenity=restaurant
gemma3:12b,text,suwon__73__crop_002,suwon,유치회관,amenity=restaurant,유치회관,amenity=restaurant
gemma3:12b,text,suwon__74__crop_001,suwon,4900냥 순대국,amenity=restaurant,,unknown
gemma3:12b,text,suwon__75__crop_001,suwon,교육그룹 정진,amenity=school,광전중니어어커대역,unknown
gemma3:12b,text,suwon__76__crop_001,suwon,24시 정통마사지,shop=beauty,24시 정통마사지,amenity=massage
gemma3:12b,text,suwon__76__crop_002,suwon,럭셔리 노래팡팡,amenity=karaoke_box,력셔라장,unknown
gemma3:12b,text,suwon__77__crop_001,suwon,스타일 MOTEL,tourism=hotel,MOTE,unknown
gemma3:12b,text,suwon__77__crop_002,suwon,스타일,tourism=hotel,,unknown
gemma3:12b,text,suwon__78__crop_001,suwon,모텔 스타일주차장,tourism=hotel,모텔,tourism=hotel
gemma3:12b,text,suwon__79__crop_001,suwon,소원식당,amenity=restaurant,소원식당,amenity=restaurant
gemma3:12b,text,suwon__7__crop_001,suwon,sharalla Brush,shop=clothes,샤랄라,cafe
gemma3:12b,text,suwon__81__crop_001,suwon,시골집,amenity=restaurant,RA,unknown
gemma3:12b,text,suwon__82__crop_001,suwon,시골집,amenity=restaurant,D시골집,amenity=restaurant
gemma3:12b,text,suwon__83__crop_001,suwon,시온성,amenity=restaurant,시온성,amenity=restaurant
gemma3:12b,text,suwon__83__crop_002,suwon,짱 PC방,amenity=internet_cafe,자PC방,amenity=internet_cafe
gemma3:12b,text,suwon__84__crop_001,suwon,수입 엔틱 가구,shop=furniture,수입 엔틱 가구,shop=furniture
gemma3:12b,text,suwon__85__crop_001,suwon,대게 킹크랩 랍스터,amenity=restaurant,대게7킹크랩랍스터,amenity=restaurant
gemma3:12b,text,suwon__86__crop_001,suwon,수입 엔틱 가구,shop=furniture,수입 엔틱 가구,shop=furniture
gemma3:12b,text,suwon__86__crop_002,suwon,VERONA,shop=furniture,VERONA,unknown
gemma3:12b,text,suwon__87__crop_001,suwon,HOTEL ILMARE,tourism=hotel,HOTEL ILMARE,tourism=hotel
gemma3:12b,text,suwon__89__crop_001,suwon,유료주차장,amenity=parking,P유료주차장,amenity=parking
gemma3:12b,text,suwon__8__crop_001,suwon,경훈약국,amenity=pharmacy,경훈약국,amenity=pharmacy
gemma3:12b,text,suwon__90__crop_001,suwon,Garma Hair,shop=hairdresser,Sarma Hair,shop=hairdresser
gemma3:12b,text,suwon__91__crop_001,suwon,부안 바지락촌,amenity=restaurant,부안바지라촌,restaurant
gemma3:12b,text,suwon__92__crop_001,suwon,신촌옥 설렁탕 해장국,amenity=restaurant,본신촌옥설링탕 해장국,amenity=restaurant
gemma3:12b,text,suwon__93__crop_002,suwon,PREMIUM MULTI SHOP,shop=clothes,프리미엄멀티샵,shop=convenience
gemma3:12b,text,suwon__94__crop_001,suwon,라미 웨딩쥬얼리,shop=beauty,라미 웨당쥬얼리,shop=jewelry
gemma3:12b,text,suwon__96__crop_001,suwon,르노삼성자동차 인계점,shop=car_repair,르노삼성자동차 인계점,shop=car_repair
gemma3:12b,text,suwon__97__crop_001,suwon,어구미,amenity=restaurant,가영점,unknown
gemma3:12b,text,suwon__98__crop_001,suwon,어구미,amenity=restaurant,술합번20,amenity=bar
gemma3:12b,text,suwon__99__crop_001,suwon,RESTAURANT,amenity=restaurant,RESTAURANT,amenity=restaurant
gemma3:12b,text,suwon__9__crop_001,suwon,ISaac,amenity=fast_food,이삭 토스트 커피,amenity=cafe
